# de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value  # webanno.custom.Tex | LayoutElement # webanno.custom.LetterEntity | entity_id | value
#id=1
#text=300 3 Gerhard an Braun Frankfurt, 25. August 1845 Herzlichst der Ihrige Gerhard Empfangen Sie diesen Brief noch zeitig genug, so wird es doch sicherer sein mir nach Livorno zu schreiben als nach Civita Vecchia.
1-1	300	CARD	300	_	O	O	
1-2	3	CARD	3	_	O	O	
1-3	Gerhard	NE	Gerhard	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
1-4	an	APPR	an	_	O	O	
1-5	Braun	NE	Braun	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
1-6	Frankfurt	NE	Frankfurt	_	O	O	
1-7	,	$,	,	_	O	O	
1-8	25	CARD	25	_	B-webanno.custom.LetterEntity_	B-DATEletter	
1-9	.	$.	.	_	I-webanno.custom.LetterEntity_	I-DATEletter	
1-10	August	NN	August	_	I-webanno.custom.LetterEntity_	I-DATEletter	
1-11	1845	CARD	@card@	_	I-webanno.custom.LetterEntity_	I-DATEletter	
1-12	Herzlichst	VVFIN	<unknown>	_	O	O	
1-13	der	ART	die	_	O	O	
1-14	Ihrige	PPOSAT	ihrige	_	O	O	
1-15	Gerhard	NE	Gerhard	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
1-16	Empfangen	NN	Empfangen	_	O	O	
1-17	Sie	PPER	Sie	_	O	O	
1-18	diesen	PDAT	dies	_	O	O	
1-19	Brief	NN	Brief	_	O	O	
1-20	noch	ADV	noch	_	O	O	
1-21	zeitig	ADJD	zeitig	_	O	O	
1-22	genug	ADV	genug	_	O	O	
1-23	,	$,	,	_	O	O	
1-24	so	ADV	so	_	O	O	
1-25	wird	VAFIN	werden	_	O	O	
1-26	es	PPER	es	_	O	O	
1-27	doch	ADV	doch	_	O	O	
1-28	sicherer	ADJD	sicher	_	O	O	
1-29	sein	VAINF	sein	_	O	O	
1-30	mir	PPER	ich	_	O	O	
1-31	nach	APPR	nach	_	O	O	
1-32	Livorno	NE	<unknown>	_	B-webanno.custom.LetterEntity_	B-PLACEmentioned	
1-33	zu	PTKZU	zu	_	O	O	
1-34	schreiben	VVINF	schreiben	_	O	O	
1-35	als	KOKOM	als	_	O	O	
1-36	nach	APPR	nach	_	O	O	
1-37	Civita	NN	<unknown>	_	B-webanno.custom.LetterEntity_	B-PLACEmentioned	
1-38	Vecchia	NE	<unknown>	_	I-webanno.custom.LetterEntity_	I-PLACEmentioned	
1-39	.	$.	.	_	O	O	

#id=3
#text=Ich ginge gern über Siena; Blessig macht mich nur ixr, als ob auf den Eilwagen wegen häufiger überfüllung nich zu zählen sei.
3-1	Ich	PPER	ich	_	O	O	
3-2	ginge	VVFIN	gehen	_	O	O	
3-3	gern	ADV	gern	_	O	O	
3-4	über	APPR	über	_	O	O	
3-5	Siena	NE	Siena	_	B-webanno.custom.LetterEntity_	B-PLACEmentioned	
3-6	;	$.	;	_	O	O	
3-7	Blessig	NE	<unknown>	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
3-8	macht	VVFIN	machen	_	O	O	
3-9	mich	PRF	ich	_	O	O	
3-10	nur	ADV	nur	_	O	O	
3-11	ixr	NE	<unknown>	_	O	O	
3-12	,	$,	,	_	O	O	
3-13	als	KOKOM	als	_	O	O	
3-14	ob	KOUS	ob	_	O	O	
3-15	auf	APPR	auf	_	O	O	
3-16	den	ART	die	_	O	O	
3-17	Eilwagen	NN	<unknown>	_	O	O	
3-18	wegen	APPR	wegen	_	O	O	
3-19	häufiger	ADJA	häufig	_	O	O	
3-20	überfüllung	NN	Überfüllung	_	O	O	
3-21	nich	ADJD	<unknown>	_	O	O	
3-22	zu	PTKZU	zu	_	O	O	
3-23	zählen	VVINF	zählen	_	O	O	
3-24	sei	VAFIN	sein	_	O	O	
3-25	.	$.	.	_	O	O	

#id=4
#text=Das Curiosum des Berichts über Thiersch's Vasenaufsatz in der Allgemeinen Zeitung, eines Studenten dem er am selben Tage der Vasenkunde imponirt, dürfen Sie nicht übersehen.
4-1	Das	PDS	die	_	O	O	
4-2	Curiosum	VVFIN	<unknown>	_	O	O	
4-3	des	ART	die	_	O	O	
4-4	Berichts	NN	Bericht	_	O	O	
4-5	über	APPR	über	_	O	O	
4-6	Thiersch's	NE	<unknown>	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
4-7	Vasenaufsatz	NN	<unknown>	_	O	O	
4-8	in	APPR	in	_	O	O	
4-9	der	ART	die	_	O	O	
4-10	Allgemeinen	ADJA	allgemein	_	O	O	
4-11	Zeitung	NN	Zeitung	_	O	O	
4-12	,	$,	,	_	O	O	
4-13	eines	ART	eine	_	O	O	
4-14	Studenten	NN	Student	_	O	O	
4-15	dem	ART	die	_	O	O	
4-16	er	PPER	er	_	O	O	
4-17	am	APPRART	an	_	O	O	
4-18	selben	PDAT	selb	_	O	O	
4-19	Tage	NN	Tag	_	O	O	
4-20	der	ART	die	_	O	O	
4-21	Vasenkunde	NN	<unknown>	_	O	O	
4-22	imponirt	NN	<unknown>	_	O	O	
4-23	,	$,	,	_	O	O	
4-24	dürfen	VMFIN	dürfen	_	O	O	
4-25	Sie	PPER	Sie	_	O	O	
4-26	nicht	PTKNEG	nicht	_	O	O	
4-27	übersehen	VVPP	übersehen	_	O	O	
4-28	.	$.	.	_	O	O	

#id=5
#text=Eben bekomme ich den Schluß und sehe daß ich die ewige Jugendlichkeit Ch. Walzii verkannt habe.
5-1	Eben	ADV	eben	_	O	O	
5-2	bekomme	VVFIN	bekommen	_	O	O	
5-3	ich	PPER	ich	_	O	O	
5-4	den	ART	die	_	O	O	
5-5	Schluß	NN	Schluss	_	O	O	
5-6	und	KON	und	_	O	O	
5-7	sehe	VVFIN	sehen	_	O	O	
5-8	daß	KOUS	dass	_	O	O	
5-9	ich	PPER	ich	_	O	O	
5-10	die	ART	die	_	O	O	
5-11	ewige	ADJA	ewig	_	O	O	
5-12	Jugendlichkeit	NN	Jugendlichkeit	_	O	O	
5-13	Ch.	NE	Ch.	_	O	O	
5-14	Walzii	NE	<unknown>	_	O	O	
5-15	verkannt	VVPP	verkennen	_	O	O	
5-16	habe	VAFIN	haben	_	O	O	
5-17	.	$.	.	_	O	O	

