# de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value  # webanno.custom.Tex | LayoutElement # webanno.custom.LetterEntity | entity_id | value
#id=1
#text=Mommsen an Brunn Breslau, 35« April 1856 - 2 - es wird nicht schaden, aber auch nicht nützen.
1-1	Mommsen	NN	<unknown>	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
1-2	an	APPR	an	_	O	O	
1-3	Brunn	NN	Brunn	_	B-webanno.custom.LetterEntity_	B-PERaddressee	
1-4	Breslau	NE	Breslau	_	B-webanno.custom.LetterEntity_	B-PLACEfrom	
1-5	,	$,	,	_	O	O	
1-6	35	CARD	35	_	B-webanno.custom.LetterEntity_	B-DATEletter	
1-7	«	ADJA	<unknown>	_	I-webanno.custom.LetterEntity_	I-DATEletter	
1-8	April	NN	April	_	I-webanno.custom.LetterEntity_	I-DATEletter	
1-9	1856	CARD	@card@	_	I-webanno.custom.LetterEntity_	I-DATEletter	
1-10	-	$(	-	_	O	O	
1-11	2	CARD	2	_	O	O	
1-12	-	$(	-	_	O	O	
1-13	es	PPER	es	_	O	O	
1-14	wird	VAFIN	werden	_	O	O	
1-15	nicht	PTKNEG	nicht	_	O	O	
1-16	schaden	VVINF	schaden	_	O	O	
1-17	,	$,	,	_	O	O	
1-18	aber	KON	aber	_	O	O	
1-19	auch	ADV	auch	_	O	O	
1-20	nicht	PTKNEG	nicht	_	O	O	
1-21	nützen	VVFIN	nützen	_	O	O	
1-22	.	$.	.	_	O	O	

#id=2
#text=Vielmehr sehe ich nur einen einzigen Weg, bei dem freilich wenig, aber doch etwas für Dich herauskommen kann.
2-1	Vielmehr	ADV	vielmehr	_	O	O	
2-2	sehe	VVFIN	sehen	_	O	O	
2-3	ich	PPER	ich	_	O	O	
2-4	nur	ADV	nur	_	O	O	
2-5	einen	ART	eine	_	O	O	
2-6	einzigen	ADJA	einzig	_	O	O	
2-7	Weg	NN	Weg	_	O	O	
2-8	,	$,	,	_	O	O	
2-9	bei	APPR	bei	_	O	O	
2-10	dem	PRELS	die	_	O	O	
2-11	freilich	ADV	freilich	_	O	O	
2-12	wenig	PIS	wenige	_	O	O	
2-13	,	$,	,	_	O	O	
2-14	aber	KON	aber	_	O	O	
2-15	doch	ADV	doch	_	O	O	
2-16	etwas	ADV	etwas	_	O	O	
2-17	für	APPR	für	_	O	O	
2-18	Dich	PPER	du	_	O	O	
2-19	herauskommen	VVINF	herauskommen	_	O	O	
2-20	kann	VMFIN	können	_	O	O	
2-21	.	$.	.	_	O	O	

#id=3
#text=Wenn die Pacultät, wie es wahrscheinlich ist, auch solche Candi-daten in Vorschlag bringt, die gar nicht als Archäologen gelten können, so kann sie hieran passend den Vorschlag knüpfen Dich dafür als extraordinarius hieher zu rufen.
3-1	Wenn	KOUS	wenn	_	O	O	
3-2	die	ART	die	_	O	O	
3-3	Pacultät	NN	<unknown>	_	O	O	
3-4	,	$,	,	_	O	O	
3-5	wie	KOUS	wie	_	O	O	
3-6	es	PPER	es	_	O	O	
3-7	wahrscheinlich	ADJD	wahrscheinlich	_	O	O	
3-8	ist	VAFIN	sein	_	O	O	
3-9	,	$,	,	_	O	O	
3-10	auch	ADV	auch	_	O	O	
3-11	solche	PIAT	solche	_	O	O	
3-12	Candi-daten	NN	<unknown>	_	O	O	
3-13	in	APPR	in	_	O	O	
3-14	Vorschlag	NN	Vorschlag	_	O	O	
3-15	bringt	VVFIN	bringen	_	O	O	
3-16	,	$,	,	_	O	O	
3-17	die	PRELS	die	_	O	O	
3-18	gar	ADV	gar	_	O	O	
3-19	nicht	PTKNEG	nicht	_	O	O	
3-20	als	KOKOM	als	_	O	O	
3-21	Archäologen	NN	Archäologe	_	O	O	
3-22	gelten	VVINF	gelten	_	O	O	
3-23	können	VMFIN	können	_	O	O	
3-24	,	$,	,	_	O	O	
3-25	so	ADV	so	_	O	O	
3-26	kann	VMFIN	können	_	O	O	
3-27	sie	PPER	sie	_	O	O	
3-28	hieran	PAV	hieran	_	O	O	
3-29	passend	ADJD	passend	_	O	O	
3-30	den	ART	die	_	O	O	
3-31	Vorschlag	NN	Vorschlag	_	O	O	
3-32	knüpfen	VVFIN	knüpfen	_	O	O	
3-33	Dich	PPER	du	_	O	O	
3-34	dafür	PAV	dafür	_	O	O	
3-35	als	KOKOM	als	_	O	O	
3-36	extraordinarius	ADJA	<unknown>	_	O	O	
3-37	hieher	NN	<unknown>	_	O	O	
3-38	zu	PTKZU	zu	_	O	O	
3-39	rufen	VVINF	rufen	_	O	O	
3-40	.	$.	.	_	O	O	

#id=4
#text=Das habe ich Haase von Anfang an vor geschlagen und er war nicht abgeneigt; nur meinte er, daß eine solche Deppeianstellung, auch wenn man beide Gehalte noch zu kurz zuschneidet, in Berlin schwerlich durcSBringen sein würde.
4-1	Das	PDS	die	_	O	O	
4-2	habe	VAFIN	haben	_	O	O	
4-3	ich	PPER	ich	_	O	O	
4-4	Haase	NE	Haase	_	O	O	
4-5	von	APPR	von	_	O	O	
4-6	Anfang	NN	Anfang	_	O	O	
4-7	an	APZR	an	_	O	O	
4-8	vor	PTKVZ	vor	_	O	O	
4-9	geschlagen	VVPP	schlagen	_	O	O	
4-10	und	KON	und	_	O	O	
4-11	er	PPER	er	_	O	O	
4-12	war	VAFIN	sein	_	O	O	
4-13	nicht	PTKNEG	nicht	_	O	O	
4-14	abgeneigt	VVPP	abneigen	_	O	O	
4-15	;	$.	;	_	O	O	
4-16	nur	ADV	nur	_	O	O	
4-17	meinte	VVFIN	meinen	_	O	O	
4-18	er	PPER	er	_	O	O	
4-19	,	$,	,	_	O	O	
4-20	daß	KOUS	dass	_	O	O	
4-21	eine	ART	eine	_	O	O	
4-22	solche	PIAT	solche	_	O	O	
4-23	Deppeianstellung	NN	<unknown>	_	O	O	
4-24	,	$,	,	_	O	O	
4-25	auch	ADV	auch	_	O	O	
4-26	wenn	KOUS	wenn	_	O	O	
4-27	man	PIS	man	_	O	O	
