# de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value  # webanno.custom.Tex | LayoutElement # webanno.custom.LetterEntity | entity_id | value
#id=1
#text=· .
1-1	·	NN	<unknown>	_	O	O	
1-2	.	$.	.	_	O	O	

#id=2
#text=.
2-1	.	$.	.	_	O	O	

#id=3
#text=.
3-1	.	$.	.	_	O	O	

#id=4
#text=.
4-1	.	$.	.	_	O	O	

#id=5
#text=.
5-1	.	$.	.	_	O	O	

#id=6
#text=.
6-1	.	$.	.	_	O	O	

#id=7
#text=A. di Direz.
7-1	A.	APPRART	am	_	O	O	
7-2	di	NE	di	_	O	O	
7-3	Direz	NN	<unknown>	_	O	O	
7-4	.	$.	.	_	O	O	

#id=8
#text=Gerhard an Henzen Berlin, 17. Oktober 1846 g. 30/X 46 r. 7/XI 46 Berlin 17 Okt 46 Sie erhalten lieber Freund ein paar dacische Erztafeln in Abdrücken die Neigebaur zugleich als Entschuldigung für Kestner betrachtet wissen will, für den ein Brief beiliegt.
8-1	Gerhard	NE	Gerhard	_	B-webanno.custom.LetterEntity_	B-PERauthor	
8-2	an	APPR	an	_	O	O	
8-3	Henzen	NN	<unknown>	_	B-webanno.custom.LetterEntity_	B-PERaddressee	
8-4	Berlin	NE	Berlin	_	B-webanno.custom.LetterEntity_	B-PLACEfrom	
8-5	,	$,	,	_	O	O	
8-6	17	CARD	17	_	B-webanno.custom.LetterEntity_	B-DATEletter	
8-7	.	$.	.	_	I-webanno.custom.LetterEntity_	I-DATEletter	
8-8	Oktober	NN	Oktober	_	I-webanno.custom.LetterEntity_	I-DATEletter	
8-9	1846	CARD	@card@	_	I-webanno.custom.LetterEntity_	I-DATEletter	
8-10	g.	ADJA	<unknown>	_	O	O	
8-11	30/X	ADJA	<unknown>	_	B-webanno.custom.LetterEntity_	B-DATErecieved	
8-12	46	CARD	46	_	I-webanno.custom.LetterEntity_	I-DATErecieved	
8-13	r.	ADJA	<unknown>	_	O	O	
8-14	7/XI	NN	<unknown>	_	B-webanno.custom.LetterEntity_	B-DATEanswered	
8-15	46	CARD	46	_	I-webanno.custom.LetterEntity_	I-DATEanswered	
8-16	Berlin	NE	Berlin	_	B-webanno.custom.LetterEntity_	B-PLACEfrom	
8-17	17	CARD	17	_	B-webanno.custom.LetterEntity_	B-DATEletter	
8-18	Okt	ADJA	<unknown>	_	I-webanno.custom.LetterEntity_	I-DATEletter	
8-19	46	CARD	46	_	I-webanno.custom.LetterEntity_	I-DATEletter	
8-20	Sie	PPER	Sie	_	O	O	
8-21	erhalten	VVFIN	erhalten	_	O	O	
8-22	lieber	ADJA	lieb	_	O	O	
8-23	Freund	NN	Freund	_	O	O	
8-24	ein	ART	eine	_	O	O	
8-25	paar	PIAT	paar	_	O	O	
8-26	dacische	ADJA	<unknown>	_	O	O	
8-27	Erztafeln	NN	<unknown>	_	O	O	
8-28	in	APPR	in	_	O	O	
8-29	Abdrücken	NN	Abdruck	_	O	O	
8-30	die	ART	die	_	O	O	
8-31	Neigebaur	NN	<unknown>	_	O	O	
8-32	zugleich	ADV	zugleich	_	O	O	
8-33	als	KOKOM	als	_	O	O	
8-34	Entschuldigung	NN	Entschuldigung	_	O	O	
8-35	für	APPR	für	_	O	O	
8-36	Kestner	NN	<unknown>	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
8-37	betrachtet	VVPP	betrachten	_	O	O	
8-38	wissen	VVINF	wissen	_	O	O	
8-39	will	VMFIN	wollen	_	O	O	
8-40	,	$,	,	_	O	O	
8-41	für	APPR	für	_	O	O	
8-42	den	PRELS	die	_	O	O	
8-43	ein	ART	eine	_	O	O	
8-44	Brief	NN	Brief	_	O	O	
8-45	beiliegt	VVFIN	beiliegen	_	O	O	
8-46	.	$.	.	_	O	O	

#id=9
#text=Könnten ja wol von einiger Erheblichkeit sein, wenn sie doch als unedirt versichert werden.
9-1	Könnten	VMFIN	können	_	O	O	
9-2	ja	ADV	ja	_	O	O	
9-3	wol	ADJD	<unknown>	_	O	O	
9-4	von	APPR	von	_	O	O	
9-5	einiger	PIAT	einige	_	O	O	
9-6	Erheblichkeit	NN	<unknown>	_	O	O	
9-7	sein	VAINF	sein	_	O	O	
9-8	,	$,	,	_	O	O	
9-9	wenn	KOUS	wenn	_	O	O	
9-10	sie	PPER	sie	_	O	O	
9-11	doch	ADV	doch	_	O	O	
9-12	als	KOKOM	als	_	O	O	
9-13	unedirt	NN	<unknown>	_	O	O	
9-14	versichert	VVPP	versichern	_	O	O	
9-15	werden	VAFIN	werden	_	O	O	
9-16	.	$.	.	_	O	O	

#id=10
#text=Lassen Sie etwas vom Resultat mich hören !
10-1	Lassen	VVFIN	lassen	_	O	O	
10-2	Sie	PPER	Sie	_	O	O	
10-3	etwas	ADV	etwas	_	O	O	
10-4	vom	APPRART	von	_	O	O	
10-5	Resultat	NN	Resultat	_	O	O	
10-6	mich	PRF	ich	_	O	O	
10-7	hören	VVINF	hören	_	O	O	
10-8	!	$.	!	_	O	O	

#id=11
#text=Mommsens Samnitica wurden in neulicher Klassensitzung mit Wohlwollen aufgenommen.
11-1	Mommsens	NE	<unknown>	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
11-2	Samnitica	NE	<unknown>	_	O	O	
11-3	wurden	VAFIN	werden	_	O	O	
11-4	in	APPR	in	_	O	O	
11-5	neulicher	ADJA	<unknown>	_	O	O	
11-6	Klassensitzung	NN	<unknown>	_	O	O	
11-7	mit	APPR	mit	_	O	O	
11-8	Wohlwollen	NN	Wohlwollen	_	O	O	
11-9	aufgenommen	VVPP	aufnehmen	_	O	O	
11-10	.	$.	.	_	O	O	

#id=12
#text=Der Antrag an den König hat die Runde der Behörden fast beendet, und in 4 Wochen kann das Ultimatum wol da sein.
12-1	Der	ART	die	_	O	O	
12-2	Antrag	NN	Antrag	_	O	O	
12-3	an	APPR	an	_	O	O	
12-4	den	ART	die	_	O	O	
12-5	König	NN	König	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
12-6	hat	VAFIN	haben	_	O	O	
12-7	die	ART	die	_	O	O	
12-8	Runde	NN	Runde	_	O	O	
12-9	der	ART	die	_	O	O	
12-10	Behörden	NN	Behörde	_	O	O	
12-11	fast	ADV	fast	_	O	O	
12-12	beendet	VVPP	beenden	_	O	O	
12-13	,	$,	,	_	O	O	
12-14	und	KON	und	_	O	O	
12-15	in	APPR	in	_	O	O	
12-16	4	CARD	4	_	O	O	
12-17	Wochen	NN	Woche	_	O	O	
12-18	kann	VMFIN	können	_	O	O	
12-19	das	ART	die	_	O	O	
12-20	Ultimatum	NN	Ultimatum	_	O	O	
12-21	wol	ADJD	<unknown>	_	O	O	
12-22	da	ADV	da	_	O	O	
12-23	sein	VAINF	sein	_	O	O	
12-24	.	$.	.	_	O	O	

#id=13
#text=Ich habe dafür gesorgt daß dann ohne Zögerung das Secretariat einen Theil der Summe sofort disponibel macht, und glaube also für den Lauf nächsten Monats die Absendung von etwa 500 rt an Mommsen versprechen zu können.
13-1	Ich	PPER	ich	_	O	O	
13-2	habe	VAFIN	haben	_	O	O	
13-3	dafür	PAV	dafür	_	O	O	
